A1;Codigouf;Codigomunicipio;Nome;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35;A36;A37;A38;A39;A40;A41;A42;A43;A44;A45;A46;A47;A48;A49;A50;A51;A52;A53;A54;A55;A56;A57;A58;A59;A60
3300506;33;506;BOM JARDIM;Não possui estrutura;-;Sim;2006;Não foi atualizado;-;Sim, com legislação específica;2015;Sim, com legislação específica;2015;Sim, com legislação específica;2015;Sim, com legislação específica;2015;Sim, com legislação específica;2015;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2015;Sim, com legislação específica;1976;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3300605;33;605;BOM JESUS DO ITABAPOANA;Não possui estrutura;-;Sim;2006;Não foi atualizado;-;Não;-;Não;-;Sim, com legislação específica;1983;Sim, com legislação específica;1999;Sim, com legislação específica;1999;Sim, com legislação específica;1999;Não;-;Não;-;Não;-;Sim, com legislação específica;1999;Não;-;Não;-;Sim, com legislação específica;2011;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3300704;33;704;CABO FRIO;Secretaria municipal exclusiva;Ensino superior completo;Sim;2006;Não foi atualizado;-;Sim, com legislação específica;1979;Sim, com legislação específica;1979;Sim, com legislação específica;1979;Sim, com legislação específica;1979;Sim, com legislação específica;1979;Sim, com legislação específica;1979;Não;-;Não;-;Sim, com legislação específica;1979;Sim, com legislação específica;1979;Não;-;Não;-;Não;-;Sim, com legislação específica;1984;Não;-;Não;-;Sim, com legislação específica;1979;Não;-;Não;-;Sim, com legislação específica;1987
3300803;33;803;CACHOEIRAS DE MACACU;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;1967;Sim, com legislação específica;1943;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2003;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1943;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, com legislação específica;2010;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2001
3300902;33;902;CAMBUCI;Secretaria municipal exclusiva;Ensino superior completo;Não;-;-;Não;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1976;Não;-;Não;-;Não;-;Sim, com legislação específica;2013;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3300936;33;936;CARAPEBUS;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Não;-;-;Não;Sim, com legislação específica;2005;Sim, com legislação específica;2005;Sim, com legislação específica;1997;Sim, com legislação específica;2005;Sim, com legislação específica;2005;Sim, com legislação específica;2005;Sim, com legislação específica;2003;Sim, com legislação específica;2009;Sim, com legislação específica;2005;Sim, com legislação específica;2005;Sim, com legislação específica;2010;Não;-;Não;-;Sim, com legislação específica;2010;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2005
3300951;33;951;COMENDADOR LEVY GASPARIAN;Secretaria municipal exclusiva;Ensino superior completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2005;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3301009;33;1009;CAMPOS DOS GOYTACAZES;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2008;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1998;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2014;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-
3301108;33;1108;CANTAGALO;Setor subordinado a outra secretaria;Ensino médio completo;Sim;2006;Não foi atualizado;-;Sim, com legislação específica;1979;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1980;Sim, com legislação específica;1980;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1980;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3301157;33;1157;CARDOSO MOREIRA;Secretaria municipal exclusiva;Ensino fundamental completo;Não;-;-;Sim;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3301207;33;1207;CARMO;Secretaria municipal exclusiva;Pós-graduação;Não;-;-;Não;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1943;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2013;Não;-;Não;-;Não;-;Não;-;Não;-
3301306;33;1306;CASIMIRO DE ABREU;Não possui estrutura;-;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2006;Sim, com legislação específica;1985;Sim, com legislação específica;1985;Sim, com legislação específica;1985;Sim, com legislação específica;1985;Sim, com legislação específica;1993;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1979;Sim, com legislação específica;1979;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-
3301405;33;1405;CONCEICAO DE MACABU;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2008;Não foi atualizado;-;Sim, com legislação específica;1994;Sim, com legislação específica;2009;Sim, com legislação específica;1989;Sim, com legislação específica;2002;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2002;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2009;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-
3301504;33;1504;CORDEIRO;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;1990;Sim, com legislação específica;1986;Sim, com legislação específica;1986;Sim, com legislação específica;1986;Não;-;Não;-;Não;-;Sim, com legislação específica;1985;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3301603;33;1603;DUAS BARRAS;Setor subordinado diretamente ao chefe do Executivo;Ensino superior completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;1975;Sim, com legislação específica;2001;Sim, com legislação específica;2001;Não;-;Sim, com legislação específica;2003;Não;-;Não;-;Sim, com legislação específica;1943;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3301702;33;1702;DUQUE DE CAXIAS;Setor subordinado a outra secretaria;Ensino superior completo;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1987;Sim, com legislação específica;1974;Sim, com legislação específica;2005;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1985;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2006;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2006
3301801;33;1801;ENGENHEIRO PAULO DE FRONTIN;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Não;-;-;Sim;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2003;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3301850;33;1850;GUAPIMIRIM;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;2003;Não foi atualizado;-;Não;-;Não;-;Sim, com legislação específica;1997;Sim, com legislação específica;1991;Sim, com legislação específica;1997;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1991;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3301876;33;1876;IGUABA GRANDE;Secretaria municipal exclusiva;Ensino superior completo;Sim;2008;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1998;Sim, com legislação específica;2000;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3301900;33;1900;ITABORAI;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;2006;Não foi atualizado;-;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2006;Sim, com legislação específica;1984;Sim, com legislação específica;1986;Sim, com legislação específica;2011;Sim, com legislação específica;2003;Sim, com legislação específica;2006;Sim, com legislação específica;2008;Sim, com legislação específica;2008;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3302007;33;2007;ITAGUAI;Secretaria municipal exclusiva;Ensino superior completo;Sim;2007;2012;-;Sim, com legislação específica;2014;Sim, com legislação específica;2014;Sim, com legislação específica;1949;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2003;Sim, com legislação específica;1993;Sim, com legislação específica;2003;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2014;Não;-;Não;-;Não;-;Não;-;Não;-
3302056;33;2056;ITALVA;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2002;Sim, com legislação específica;1991;Sim, com legislação específica;1991;Não;-;Sim, com legislação específica;1990;Não;-;Não;-;Sim, com legislação específica;1991;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3302106;33;2106;ITAOCARA;Não possui estrutura;-;Sim;2008;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2012;Sim, com legislação específica;1984;Sim, com legislação específica;1984;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2010;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1984;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-
3302205;33;2205;ITAPERUNA;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2007;2011;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2007;Sim, com legislação específica;2007;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1977;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1991;Sim, com legislação específica;2014;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2014;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2014
3302254;33;2254;ITATIAIA;Secretaria municipal exclusiva;Pós-graduação;Sim;2007;2015;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2007;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3302270;33;2270;JAPERI;Secretaria municipal exclusiva;Ensino superior incompleto;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2003;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2005;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-
3302304;33;2304;LAJE DO MURIAE;Secretaria municipal exclusiva;Pós-graduação;Não;-;-;Não;Não;-;Não;-;Não;-;Sim, com legislação específica;2001;Sim, com legislação específica;2001;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1985;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3302403;33;2403;MACAE;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2006;2015;-;Sim, com legislação específica;2004;Sim, com legislação específica;2004;Sim, com legislação específica;2004;Sim, com legislação específica;1999;Sim, com legislação específica;1999;Sim, com legislação específica;2010;Sim, com legislação específica;2005;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2009;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2009;Sim, com legislação específica;2009;Sim, com legislação específica;2008
3302452;33;2452;MACUCO;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;1999;Sim, com legislação específica;2007;Sim, com legislação específica;2007;Não;-;Sim, com legislação específica;2001;Não;-;Não;-;Sim, com legislação específica;2007;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3302502;33;2502;MAGE;Secretaria municipal em conjunto com outras políticas;Ensino médio incompleto;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1991;Sim, com legislação específica;1991;Sim, com legislação específica;1991;Sim, com legislação específica;1991;Sim, com legislação específica;1999;Não;-;Não;-;Sim, com legislação específica;1991;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;1991;Não;-;Não;-;Não;-;Não;-;Não;-
3302601;33;2601;MANGARATIBA;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;2006;Não foi atualizado;-;Sim, com legislação específica;2007;Sim, com legislação específica;2007;Sim, com legislação específica;2007;Sim, com legislação específica;2007;Sim, com legislação específica;2007;Sim, com legislação específica;2007;Sim, com legislação específica;2006;Sim, com legislação específica;2006;Não;-;Sim, com legislação específica;2013;Sim, com legislação específica;2007;Não;-;Sim, com legislação específica;1986;Sim, com legislação específica;2001;Não;-;Não;-;Não;-;Sim, com legislação específica;1997;Sim, com legislação específica;1997;Sim, com legislação específica;2001
3302700;33;2700;MARICA;Setor subordinado a outra secretaria;Ensino superior completo;Sim;2006;Não foi atualizado;-;Sim, com legislação específica;2009;Sim, com legislação específica;2013;Sim, com legislação específica;2010;Sim, com legislação específica;2008;Sim, com legislação específica;2008;Não;-;Sim, com legislação específica;1990;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1978;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2005;Sim, com legislação específica;2005;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2010
3302809;33;2809;MENDES;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Não;-;-;Não;Não;-;Não;-;Não;-;Sim, com legislação específica;1976;Não;-;Sim, com legislação específica;1976;Não;-;Não;-;Não;-;Sim, com legislação específica;1976;Não;-;Não;-;Sim, com legislação específica;2002;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3302858;33;2858;MESQUITA;Secretaria municipal exclusiva;Ensino médio incompleto;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2011;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2011;Sim, com legislação específica;2002;Sim, com legislação específica;2011;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-
3302908;33;2908;MIGUEL PEREIRA;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2006;Não foi atualizado;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1992;Sim, com legislação específica;1992;Sim, com legislação específica;1992;Não;-;Não;-;Não;-;Sim, com legislação específica;1992;Sim, com legislação específica;1992;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, com legislação específica;2004;Não;-;Não;-;Sim, com legislação específica;2001;Não;-;Não;-;Não;-
3303005;33;3005;MIRACEMA;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;2006;Não foi atualizado;-;Não;-;Sim, com legislação específica;2012;Sim, com legislação específica;1987;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, com legislação específica;1999;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1985;Sim, com legislação específica;2010;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3303104;33;3104;NATIVIDADE;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Não;-;Sim, com legislação específica;1991;Não;-;Não;-;Sim, com legislação específica;2002;Não;-;Sim, com legislação específica;1997;Sim, com legislação específica;1991;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3303203;33;3203;NILOPOLIS;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2006;2006;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1977;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2004;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1977;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;1999;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, com legislação específica;2011
3303302;33;3302;NITEROI;Secretaria municipal exclusiva;Mestrado ou doutorado;Sim;1992;2004;-;Sim, com legislação específica;1995;Sim, com legislação específica;1995;Sim, com legislação específica;1970;Sim, com legislação específica;1995;Sim, com legislação específica;1995;Sim, com legislação específica;2002;Não;-;Sim, com legislação específica;2009;Sim, com legislação específica;2009;Sim, com legislação específica;1970;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2001;Sim, com legislação específica;2009;Não;-;Sim, com legislação específica;2009;Sim, com legislação específica;2009;Não;-
3303401;33;3401;NOVA FRIBURGO;Secretaria municipal exclusiva;Mestrado ou doutorado;Sim;2007;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1988;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2014;Sim, com legislação específica;1943;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2012;Sim, com legislação específica;1992;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2012;Sim, com legislação específica;2012;Sim, com legislação específica;2009
3303500;33;3500;NOVA IGUACU;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;2011;Não foi atualizado;-;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2006;Sim, com legislação específica;1998;Sim, com legislação específica;2013;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1997;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2000;Não;-;Não;-;Não;-;Sim, com legislação específica;2004;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;1997
3303609;33;3609;PARACAMBI;Secretaria municipal exclusiva;Ensino superior completo;Sim;2006;2006;-;Sim, com legislação específica;2007;Sim, com legislação específica;2007;Sim, com legislação específica;2007;Não;-;Sim, com legislação específica;2007;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2001;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2014;Não;-;Sim, com legislação específica;2012
3303708;33;3708;PARAIBA DO SUL;Secretaria municipal exclusiva;Pós-graduação;Sim;2006;Não foi atualizado;-;Sim, com legislação específica;2006;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1979;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2013
3303807;33;3807;PARATY;Secretaria municipal exclusiva;Ensino superior completo;Sim;2007;Não foi atualizado;-;Sim, com legislação específica;2002;Sim, com legislação específica;2002;Sim, com legislação específica;2002;Sim, com legislação específica;2002;Sim, com legislação específica;2002;Sim, com legislação específica;2002;Sim, com legislação específica;2002;Sim, com legislação específica;2002;Sim, com legislação específica;2002;Sim, com legislação específica;2002;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-
3303856;33;3856;PATY DO ALFERES;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1993;Sim, com legislação específica;1978;Sim, com legislação específica;1996;Sim, com legislação específica;1978;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1989;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1994;Não;-;Não;-;Sim, com legislação específica;2004;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3303906;33;3906;PETROPOLIS;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;2014;2014;-;Sim, com legislação específica;2014;Sim, com legislação específica;1990;Sim, com legislação específica;2015;Sim, com legislação específica;1998;Sim, com legislação específica;1998;Sim, com legislação específica;2014;Não;-;Sim, com legislação específica;2014;Sim, com legislação específica;2014;Sim, com legislação específica;2015;Sim, com legislação específica;2015;Sim, com legislação específica;2015;Sim, com legislação específica;1983;Não;-;Sim, com legislação específica;2015;Não;-;Não;-;Sim, com legislação específica;2015;Sim, com legislação específica;2015;Sim, com legislação específica;2015
3303955;33;3955;PINHEIRAL;Secretaria municipal exclusiva;Ensino superior completo;Sim;2008;Não foi atualizado;-;Sim, com legislação específica;2008;Sim, com legislação específica;2008;Sim, com legislação específica;2014;Sim, com legislação específica;2007;Sim, com legislação específica;2014;Não;-;Sim, com legislação específica;2008;Não;-;Sim, com legislação específica;2008;Sim, com legislação específica;2013;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2014;Não;-;Não;-
3304003;33;4003;PIRAI;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2004;2011;-;Sim, com legislação específica;2007;Sim, com legislação específica;2011;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2005;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Não;-;Não;-
